District ID,Board Meeting URL Text,Board Meeting URL Link,Board Meeting Link Depth,youtube,vimeo,facebook,twitter,Agency Name,State Name,State Abbr,Agency ID,NumSchools,LowGrade,HighGrade,NumStudents,URL
634620.0,Board Meeting Recordings,https://www.sanjuan.edu/page/46150,1,0,,0,0,SAN JUAN UNIFIED,California,CA ,634620.0,68.0,Kindergarten,12th Grade,38289.0,https://www.sanjuan.edu
802340.0,boe.aurorak12.org/meetings,https://boe.aurorak12.org/meetings,1,0,,0,0,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,Colorado,CO ,802340.0,62.0,Prekindergarten,12th Grade,38451.0,https://aurorak12.org
2703180.0,School Board,https://www.ahschools.us/domain/82,0,0,,0,0,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Minnesota,MN ,2703180.0,52.0,Prekindergarten,12th Grade,38230.0,https://www.ahschools.us
1200510.0,,,,,,,,ESCAMBIA,Florida,FL ,1200510.0,69.0,Prekindergarten,12th Grade,37804.0,https://www.ecsd-fl.schoolloop.com
2400390.0,Board Meetings Video Archive,https://www.hcps.org/boe/livestream,2,0,,,0,HARFORD COUNTY PUBLIC SCHOOLS,Maryland,MD ,2400390.0,55.0,Prekindergarten,12th Grade,37920.0,https://www.hcps.org
4703030.0,View,https://www.instagram.com/reel/cs_eunxpqo5,0,0,,0,0,MONTGOMERY COUNTY,Tennessee,TN ,4703030.0,42.0,Prekindergarten,12th Grade,37680.0,https://www.cmcss.net
3702370.0,Minutes,https://www.johnston.k12.nc.us/page/3143,2,0,0,0,0,JOHNSTON COUNTY PUBLIC SCHOOLS,North Carolina,NC ,3702370.0,48.0,Prekindergarten,13th Grade,37823.0,https://www.johnston.k12.nc.us
4837020.0,Watch the RISD Board of Trustees Meeting,https://richardsonisdtx.v3.swagit.com/views/404,0,0,,0,0,RICHARDSON ISD,Texas,TX ,4837020.0,55.0,Prekindergarten,12th Grade,37633.0,https://www.risd.org
4901140.0,BOARD,https://procedure.washk12.org/forms/000/050,1,0,,0,0,WASHINGTON DISTRICT,Utah,UT ,4901140.0,55.0,Prekindergarten,12th Grade,37400.0,https://www.washk12.org
4846680.0,Blackboard Inc.,https://www.blackboard.com,0,0,,0,0,YSLETA ISD,Texas,TX ,4846680.0,57.0,Prekindergarten,12th Grade,37244.0,https://www.yisd.net
4101920.0,Upcoming School Board Meetings,https://www.beaverton.k12.or.us/school-board/calendar,0,0,,0,0,BEAVERTON SD 48J,Oregon,OR ,4101920.0,56.0,Prekindergarten,12th Grade,39253.0,https://beaverton.k12.or.us
406250.0,Watch a Board Meeting,https://www.peoriaunified.org/site/default.aspx?pageid=122,0,0,,0,,PEORIA UNIFIED SCHOOL DISTRICT (4237),Arizona,AZ ,406250.0,44.0,Prekindergarten,12th Grade,36741.0,https://www.peoriaunified.org
638640.0,View school board meeting agendas,https://sweetwaterschools.novusagenda.com/agendapublic,0,0,,0,0,SWEETWATER UNION HIGH,California,CA ,638640.0,29.0,Kindergarten,12th Grade,36557.0,https://www.sweetwaterschools.org
4900630.0,,,,,,,,NEBO DISTRICT,Utah,UT ,4900630.0,48.0,Prekindergarten,12th Grade,36229.0,https://www.nebo.edu
684500.0,,,,,,,,IRVINE UNIFIED,California,CA ,684500.0,44.0,Kindergarten,12th Grade,36083.0,https://www.iusd.org
806900.0,,,,,,,,ADAMS 12 FIVE STAR SCHOOLS,Colorado,CO ,806900.0,54.0,Prekindergarten,12th Grade,36078.0,https://www.adams12.org
4501170.0,Board Meeting Photos,https://www.bcsdschools.net/domain/6060,0,0,,0,0,BERKELEY 01,South Carolina,SC ,4501170.0,46.0,Prekindergarten,12th Grade,37074.0,https://www.bcsdschools.net
633840.0,Speaking at Board Meetings,https://www.scusd.edu/pod/speaking-board-meetings,1,0,,0,0,SACRAMENTO CITY UNIFIED,California,CA ,633840.0,73.0,Kindergarten,12th Grade,39711.0,https://www.scusd.edu
638010.0,Board Meeting Recordings,https://www.stocktonusd.net/page/16749,1,0,,0,,STOCKTON UNIFIED,California,CA ,638010.0,55.0,Kindergarten,12th Grade,36202.0,https://www.stocktonusd.net
101920.0,,,,,,,,JEFFERSON COUNTY,Alabama,AL ,101920.0,57.0,Prekindergarten,12th Grade,35819.0,https://www.jefcoed.com
3904375.0,Board Meeting Minutes,https://www.cps-k12.org/page/577,1,2,,0,0,CINCINNATI PUBLIC SCHOOLS,Ohio,OH ,3904375.0,65.0,Prekindergarten,12th Grade,35820.0,https://www.cps-k12.org
1713710.0,Board Meeting Minutes 2018-2019,https://www.u-46.org/page/9290,1,0,,0,0,SD U-46,Illinois,IL ,1713710.0,58.0,Prekindergarten,12th Grade,35864.0,https://www.u-46.org
3904378.0,,,,,,,,CLEVELAND MUNICIPAL,Ohio,OH ,3904378.0,96.0,Prekindergarten,12th Grade,35319.0,https://clevelandmetroschools.org
631530.0,,,,,,,,POWAY UNIFIED,California,CA ,631530.0,38.0,Kindergarten,12th Grade,35192.0,https://www.powayusd.com
613920.0,,,,,,,,FONTANA UNIFIED,California,CA ,613920.0,44.0,Kindergarten,12th Grade,35101.0,https://www.fusd.net
4825260.0,"August 23, 2021 | Regular Board Meeting",https://www.youtube.com/watch?v=lgjpr2zkmb0,1,0,,0,0,KELLER ISD,Texas,TX ,4825260.0,42.0,Prekindergarten,12th Grade,34813.0,https://www.kellerisd.net
628050.0,Watch Meetings Live,https://www.ousd.org/domain/5132,0,0,,0,0,OAKLAND UNIFIED,California,CA ,628050.0,84.0,Kindergarten,12th Grade,34428.0,https://www.ousd.org
4900142.0,,,,,,,,CANYONS DISTRICT,Utah,UT ,4900142.0,52.0,Prekindergarten,12th Grade,33702.0,https://www.canyonsdistrict.org
3700530.0,Archived BOE Meeting Minutes,https://www.cabarrus.k12.nc.us/page/4893,1,0,,0,0,CABARRUS COUNTY SCHOOLS,North Carolina,NC ,3700530.0,42.0,Prekindergarten,13th Grade,33562.0,https://www.cabarrus.k12.nc.us
403400.0,Videos,https://www.gilbertschools.net/@gilbertpublicschools6525/videos?view=0&sort=dd&shelf_id=0,1,1,,0,0,GILBERT UNIFIED DISTRICT (4239),Arizona,AZ ,403400.0,38.0,Prekindergarten,12th Grade,33775.0,https://www.gilbertschools.net
4828920.0,visit the Board Meetings & Agendas webpage,https://www.mansfieldisd.org/fs/pages/1780,0,0,2,0,0,MANSFIELD ISD,Texas,TX ,4828920.0,48.0,Prekindergarten,12th Grade,35559.0,https://www.mansfieldisd.org
614400.0,Meeting Minutes,https://www.fremont.k12.ca.us/pf4/cms2/view_page?d=x&group_id=1531973518590&vdid=i17aa6293109qv,0,0,1,0,0,FREMONT UNIFIED,California,CA ,614400.0,43.0,Kindergarten,12th Grade,33873.0,https://www.fremont.k12.ca.us
